,Toma,Completion,Probability,Match,Tries
0,sticker book,sticker book.,0.98,True,7
1,spice bottle,spice bottle.,0.83,True,7
2,cookie tin,cookie tin.,0.85,True,7
3,drawer,drawer.,0.78,True,7
4,hammer,hammer.,0.91,True,7
5,pepper shaker,pepper shaker.,0.69,True,7
6,giraffe,giraffe.,0.63,True,7
7,rabbit,rabbit.,0.79,True,7
8,glasses,pair of glasses.,0.63,True,7
9,handful of change,coin.,0.51,False,7
10,jigsaw puzzle,jigsaw puzzle.,0.95,True,7
11,bed,type of bed.,0.4,True,7
12,stop sign,stop sign.,0.87,True,7
13,tea pot,tea pot.,0.9,True,7
14,flashlight,flashlight.,0.94,True,7
15,garden spade,garden spade.,0.89,True,7
16,brush,brush.,0.41,True,7
17,frying pan,frying pan.,0.84,True,7
18,pair of binoculars,pair of binoculars.,0.81,True,7
19,trash bag,trash bag.,0.49,True,7
