,Toma,Completion,Probability,Match,Tries
0,flashlight,flashlight.,0.95,True,6
1,bag,type of bag.,0.27,True,6
2,tire swing,tire swing.,0.79,True,6
3,can of peas,can of peas.,0.6,True,6
4,mp3 player,mp3 player.,0.71,True,6
5,book of matches,book of matches.,0.92,True,6
6,carrots,carrot.,0.48,False,6
7,cement stone,cement stone.,0.89,True,6
8,couch,couch.,0.81,True,6
9,mp3 player,mp3 player.,0.9,True,6
10,shark,shark.,0.34,True,6
11,canvas,type of painting.,0.29,False,6
12,mouse pad,mouse pad.,0.94,True,6
13,cellphone,cellphone.,0.91,True,6
14,candy bar,candy bar.,0.8,True,6
15,vase,vase.,0.96,True,6
16,plush cat,plush toy.,0.92,False,6
17,sailboat,sailboat.,0.96,True,6
18,soccer ball,soccer ball.,0.98,True,6
19,rug,rug.,0.82,True,6
