,Toma,Completion,Probability,Match,Tries
0,packet of seeds,type of vegetable.,0.95,False,1
1,chair,type of chair.,0.73,True,1
2,box of Q-tips,type of vegetable.,0.43,False,1
3,bowl,type of bowl.,0.78,True,1
4,tube of lipstick,type of lipstick.,0.61,False,1
5,pair of glasses,pair of glasses.,0.88,True,1
6,candy wrapper,type of candy.,0.91,False,1
7,cup,type of cup.,0.41,True,1
8,sticker book,sticker book.,0.92,True,1
9,whistle,type of whistle.,0.32,True,1
10,tree,type of tree.,0.91,True,1
11,tooth pick,toothpick.,0.54,False,1
12,bag of popcorn,type of vegetable.,0.92,False,1
13,scotch tape,type of tape.,0.78,False,1
14,bottle of glue,type of tomato.,0.84,False,1
15,box of tissues,type of vegetable.,0.73,False,1
16,lamp,lamp.,0.47,True,1
17,cup,type of cup.,0.42,True,1
18,hair pin,hair pin.,0.71,True,1
19,stockings,type of vegetable.,0.67,False,1
