,Toma,Completion,Probability,Match,Tries
0,jar of peanut butter,jar of peanut butter.,0.91,True,3
1,purse,purse.,0.9,True,3
2,plastic fork,plastic fork.,0.92,True,3
3,sword,sword.,0.71,True,3
4,locket,locket.,0.99,True,3
5,brush,brush.,0.63,True,3
6,ball of yarn,ball of yarn.,0.74,True,3
7,squirrel,squirrel.,0.54,True,3
8,wristwatch,wristwatch.,0.97,True,3
9,spoon,spoon.,0.93,True,3
10,lemon,type of citrus fruit.,0.81,False,3
11,pair of sunglasses,pair of sunglasses.,0.49,True,3
12,balloon,balloon.,0.77,True,3
13,apple,type of fruit.,0.88,False,3
14,box of markers,type of marker.,0.33,False,3
15,packet of seeds,type of seed.,0.71,False,3
16,hair pin,hair pin.,0.96,True,3
17,word search,type of Spanish omelette.,0.67,False,3
18,book,book.,0.82,True,3
19,whip,whip.,0.89,True,3
