,Toma,Completion,Probability,Match,Tries
0,sticky note,sticky note.,0.8,True,5
1,balloon,balloon.,0.83,True,5
2,water,type of fruit.,0.72,False,5
3,shirt button,shirt button.,0.75,True,5
4,shark,type of shark.,0.61,True,5
5,salt shaker,salt shaker.,0.91,True,5
6,water,type of fruit.,0.77,False,5
7,bottle of soda,type of bottle of soda.,0.5,True,5
8,dog,type of dog.,0.61,True,5
9,pack of cards,pack of cards.,0.93,True,5
10,plush rabbit,plush rabbit.,0.96,True,5
11,cup,cup.,0.56,True,5
12,dolphin,type of dolphin.,0.39,True,5
13,socks,sock.,0.33,False,5
14,baseball,baseball.,0.46,True,5
15,toy plane,toy plane.,0.99,True,5
16,craft book,craft book.,0.96,True,5
17,statuette,statuette.,0.86,True,5
18,shirt button,shirt button.,0.49,True,5
19,helmet,helmet.,0.76,True,5
