,Toma,Completion,Probability,Match,Tries
0,candle,candle.,0.82,True,6
1,safety pin,safety pin.,0.96,True,6
2,wedding ring,wedding ring.,0.91,True,6
3,bottle of perfume,bottle of perfume.,0.74,True,6
4,wedding ring,wedding ring.,0.63,True,6
5,shovel,shovel.,0.79,True,6
6,butter knife,butter knife.,0.57,True,6
7,lace,type of lace.,0.26,True,6
8,dagger,dagger.,0.5,True,6
9,lemon,lemon.,0.47,True,6
10,glass,glass.,0.93,True,6
11,drawer,drawer.,0.75,True,6
12,cow,cow.,0.93,True,6
13,photo album,photo album.,0.89,True,6
14,key chain,key chain.,0.98,True,6
15,toothpaste,toothpaste.,0.96,True,6
16,ice pick,ice pick.,0.89,True,6
17,thimble,thimble.,0.98,True,6
18,fridge,refrigerator.,0.6,False,6
19,water,type of fruit.,0.49,False,6
