,Toma,Completion,Probability,Match,Tries
0,rock,rock.,0.73,True,3
1,pair of glasses,pair of glasses.,0.97,True,3
2,jigsaw puzzle,jigsaw puzzle.,0.85,True,3
3,key chain,key chain.,0.99,True,3
4,pail,pail.,0.43,True,3
5,photo album,photo album.,0.92,True,3
6,box of Q-tips,type of clay pot.,0.56,False,3
7,pair of safety goggles,pair of safety goggles.,0.81,True,3
8,outlet,type of electrical outlet.,0.62,True,3
9,trash bag,trash bag.,0.83,True,3
10,catalogue,type of tomato.,0.67,False,3
11,rhino,rhino.,0.49,True,3
12,container of pudding,container of pudding.,0.55,True,3
13,wine glass,wine glass.,0.55,True,3
14,chair,chair.,0.71,True,3
15,salt shaker,salt shaker.,0.93,True,3
16,ipod,type of electronic device.,0.43,False,3
17,cookie tin,cookie tin.,0.94,True,3
18,ladle,ladle.,0.83,True,3
19,plush cat,plush toy.,0.86,False,3
